"index","age","job","marital","education","credit_default","balance","housing_loan","personal_loan","contact","duration_sec","campaign","pdays","previous","poutcome","subscription","date","weekday"
0,58,"management","married","tertiary","no",2143,"yes","no","unknown",261,1,-1,0,"unknown","no","2008-05-05","Monday"
1,44,"technician","single","secondary","no",29,"yes","no","unknown",151,1,-1,0,"unknown","no","2008-05-05","Monday"
2,33,"entrepreneur","married","secondary","no",2,"yes","yes","unknown",76,1,-1,0,"unknown","no","2008-05-05","Monday"
3,47,"blue-collar","married","unknown","no",1506,"yes","no","unknown",92,1,-1,0,"unknown","no","2008-05-05","Monday"
4,33,"unknown","single","unknown","no",1,"no","no","unknown",198,1,-1,0,"unknown","no","2008-05-05","Monday"
5,35,"management","married","tertiary","no",231,"yes","no","unknown",139,1,-1,0,"unknown","no","2008-05-05","Monday"
6,28,"management","single","tertiary","no",447,"yes","yes","unknown",217,1,-1,0,"unknown","no","2008-05-05","Monday"
7,42,"entrepreneur","divorced","tertiary","yes",2,"yes","no","unknown",380,1,-1,0,"unknown","no","2008-05-05","Monday"
8,58,"retired","married","primary","no",121,"yes","no","unknown",50,1,-1,0,"unknown","no","2008-05-05","Monday"
9,43,"technician","single","secondary","no",593,"yes","no","unknown",55,1,-1,0,"unknown","no","2008-05-05","Monday"
10,41,"admin.","divorced","secondary","no",270,"yes","no","unknown",222,1,-1,0,"unknown","no","2008-05-05","Monday"
11,29,"admin.","single","secondary","no",390,"yes","no","unknown",137,1,-1,0,"unknown","no","2008-05-05","Monday"
12,53,"technician","married","secondary","no",6,"yes","no","unknown",517,1,-1,0,"unknown","no","2008-05-05","Monday"
13,58,"technician","married","unknown","no",71,"yes","no","unknown",71,1,-1,0,"unknown","no","2008-05-05","Monday"
14,57,"services","married","secondary","no",162,"yes","no","unknown",174,1,-1,0,"unknown","no","2008-05-05","Monday"
15,51,"retired","married","primary","no",229,"yes","no","unknown",353,1,-1,0,"unknown","no","2008-05-05","Monday"
16,45,"admin.","single","unknown","no",13,"yes","no","unknown",98,1,-1,0,"unknown","no","2008-05-05","Monday"
17,57,"blue-collar","married","primary","no",52,"yes","no","unknown",38,1,-1,0,"unknown","no","2008-05-05","Monday"
18,60,"retired","married","primary","no",60,"yes","no","unknown",219,1,-1,0,"unknown","no","2008-05-05","Monday"
19,33,"services","married","secondary","no",0,"yes","no","unknown",54,1,-1,0,"unknown","no","2008-05-05","Monday"
20,28,"blue-collar","married","secondary","no",723,"yes","yes","unknown",262,1,-1,0,"unknown","no","2008-05-05","Monday"
21,56,"management","married","tertiary","no",779,"yes","no","unknown",164,1,-1,0,"unknown","no","2008-05-05","Monday"
22,32,"blue-collar","single","primary","no",23,"yes","yes","unknown",160,1,-1,0,"unknown","no","2008-05-05","Monday"
23,25,"services","married","secondary","no",50,"yes","no","unknown",342,1,-1,0,"unknown","no","2008-05-05","Monday"
24,40,"retired","married","primary","no",0,"yes","yes","unknown",181,1,-1,0,"unknown","no","2008-05-05","Monday"
25,44,"admin.","married","secondary","no",-372,"yes","no","unknown",172,1,-1,0,"unknown","no","2008-05-05","Monday"
26,39,"management","single","tertiary","no",255,"yes","no","unknown",296,1,-1,0,"unknown","no","2008-05-05","Monday"
27,52,"entrepreneur","married","secondary","no",113,"yes","yes","unknown",127,1,-1,0,"unknown","no","2008-05-05","Monday"
28,46,"management","single","secondary","no",-246,"yes","no","unknown",255,2,-1,0,"unknown","no","2008-05-05","Monday"
29,36,"technician","single","secondary","no",265,"yes","yes","unknown",348,1,-1,0,"unknown","no","2008-05-05","Monday"
30,57,"technician","married","secondary","no",839,"no","yes","unknown",225,1,-1,0,"unknown","no","2008-05-05","Monday"
31,49,"management","married","tertiary","no",378,"yes","no","unknown",230,1,-1,0,"unknown","no","2008-05-05","Monday"
32,60,"admin.","married","secondary","no",39,"yes","yes","unknown",208,1,-1,0,"unknown","no","2008-05-05","Monday"
33,59,"blue-collar","married","secondary","no",0,"yes","no","unknown",226,1,-1,0,"unknown","no","2008-05-05","Monday"
34,51,"management","married","tertiary","no",10635,"yes","no","unknown",336,1,-1,0,"unknown","no","2008-05-05","Monday"
35,57,"technician","divorced","secondary","no",63,"yes","no","unknown",242,1,-1,0,"unknown","no","2008-05-05","Monday"
36,25,"blue-collar","married","secondary","no",-7,"yes","no","unknown",365,1,-1,0,"unknown","no","2008-05-05","Monday"
37,53,"technician","married","secondary","no",-3,"no","no","unknown",1666,1,-1,0,"unknown","no","2008-05-05","Monday"
38,36,"admin.","divorced","secondary","no",506,"yes","no","unknown",577,1,-1,0,"unknown","no","2008-05-05","Monday"
39,37,"admin.","single","secondary","no",0,"yes","no","unknown",137,1,-1,0,"unknown","no","2008-05-05","Monday"
40,44,"services","divorced","secondary","no",2586,"yes","no","unknown",160,1,-1,0,"unknown","no","2008-05-05","Monday"
41,50,"management","married","secondary","no",49,"yes","no","unknown",180,2,-1,0,"unknown","no","2008-05-05","Monday"
42,60,"blue-collar","married","unknown","no",104,"yes","no","unknown",22,1,-1,0,"unknown","no","2008-05-05","Monday"
43,54,"retired","married","secondary","no",529,"yes","no","unknown",1492,1,-1,0,"unknown","no","2008-05-05","Monday"
44,58,"retired","married","unknown","no",96,"yes","no","unknown",616,1,-1,0,"unknown","no","2008-05-05","Monday"
45,36,"admin.","single","primary","no",-171,"yes","no","unknown",242,1,-1,0,"unknown","no","2008-05-05","Monday"
46,58,"self-employed","married","tertiary","no",-364,"yes","no","unknown",355,1,-1,0,"unknown","no","2008-05-05","Monday"
47,44,"technician","married","secondary","no",0,"yes","no","unknown",225,2,-1,0,"unknown","no","2008-05-05","Monday"
48,55,"technician","divorced","secondary","no",0,"no","no","unknown",160,1,-1,0,"unknown","no","2008-05-05","Monday"
49,29,"management","single","tertiary","no",0,"yes","no","unknown",363,1,-1,0,"unknown","no","2008-05-05","Monday"
50,54,"blue-collar","married","secondary","no",1291,"yes","no","unknown",266,1,-1,0,"unknown","no","2008-05-05","Monday"
51,48,"management","divorced","tertiary","no",-244,"yes","no","unknown",253,1,-1,0,"unknown","no","2008-05-05","Monday"
52,32,"management","married","tertiary","no",0,"yes","no","unknown",179,1,-1,0,"unknown","no","2008-05-05","Monday"
53,42,"admin.","single","secondary","no",-76,"yes","no","unknown",787,1,-1,0,"unknown","no","2008-05-05","Monday"
