"index","age","job","marital","education","credit_default","balance","housing_loan","personal_loan","contact","duration_sec","campaign","pdays","previous","poutcome","subscription","date","weekday"
27729,59,"management","married","tertiary","no",2143,"yes","no","cellular",59,1,268,1,"failure","no","2009-01-28","Wednesday"
27730,40,"management","married","tertiary","no",378,"yes","yes","cellular",260,1,268,2,"failure","no","2009-01-28","Wednesday"
27731,28,"admin.","married","tertiary","no",654,"no","no","cellular",198,1,-1,0,"unknown","no","2009-01-28","Wednesday"
27732,46,"technician","married","tertiary","no",0,"yes","no","cellular",58,1,-1,0,"unknown","no","2009-01-28","Wednesday"
27733,54,"technician","married","secondary","no",1076,"no","no","cellular",338,1,-1,0,"unknown","no","2009-01-28","Wednesday"
27734,53,"unknown","married","unknown","no",13,"no","no","telephone",69,1,-1,0,"unknown","no","2009-01-28","Wednesday"
27735,29,"management","married","tertiary","no",805,"no","no","cellular",70,1,-1,0,"unknown","no","2009-01-28","Wednesday"
27736,26,"admin.","single","secondary","no",609,"no","no","telephone",112,1,-1,0,"unknown","no","2009-01-28","Wednesday"
27737,48,"unemployed","married","tertiary","no",641,"no","no","cellular",113,1,-1,0,"unknown","no","2009-01-28","Wednesday"
27738,38,"management","single","tertiary","no",574,"yes","no","cellular",62,1,-1,0,"unknown","no","2009-01-28","Wednesday"
27739,42,"unemployed","divorced","secondary","no",759,"no","no","cellular",97,1,169,3,"failure","no","2009-01-28","Wednesday"
27740,43,"technician","divorced","secondary","no",87,"yes","no","cellular",130,1,247,2,"failure","no","2009-01-28","Wednesday"
27741,42,"management","divorced","tertiary","no",266,"no","yes","cellular",228,1,-1,0,"unknown","no","2009-01-28","Wednesday"
27742,59,"services","divorced","secondary","no",1,"yes","no","cellular",602,1,253,5,"other","yes","2009-01-28","Wednesday"
27743,27,"services","single","secondary","no",-232,"no","no","cellular",285,1,-1,0,"unknown","no","2009-01-28","Wednesday"
27744,37,"housemaid","single","secondary","no",1358,"no","no","telephone",119,1,-1,0,"unknown","no","2009-01-28","Wednesday"
27745,36,"technician","married","tertiary","no",167,"yes","no","cellular",57,1,-1,0,"unknown","no","2009-01-28","Wednesday"
27746,58,"retired","married","tertiary","no",-607,"no","yes","cellular",145,1,-1,0,"unknown","no","2009-01-28","Wednesday"
27747,28,"housemaid","married","primary","no",5,"no","no","cellular",30,1,-1,0,"unknown","no","2009-01-28","Wednesday"
27748,42,"technician","divorced","secondary","no",-593,"no","no","cellular",69,1,-1,0,"unknown","no","2009-01-28","Wednesday"
27749,26,"management","single","tertiary","no",2725,"no","no","cellular",267,1,-1,0,"unknown","no","2009-01-28","Wednesday"
27750,36,"blue-collar","married","primary","no",70,"yes","no","cellular",164,1,-1,0,"unknown","no","2009-01-28","Wednesday"
27751,42,"services","married","secondary","no",774,"no","no","cellular",997,1,-1,0,"unknown","yes","2009-01-28","Wednesday"
